,ID,Count
0,,558.914721626739
1,,446.0431887761871
2,,377.4899223440761
3,,311.90643665134513
4,,262.53259031201975
5,,235.0099734932163
6,,252.69953702778486
7,,293.0647173784221
8,,337.482307567411
9,,436.1008793443498
10,,618.9956704311204
11,,686.2378630920002
12,,693.5083630961014
13,,613.3540802640039
14,,655.8249245502556
15,,647.5413220865667
16,,631.0138466674082
17,,645.7137647084865
18,,661.6055679961388
19,,702.030342609105
20,,674.6269143149584
21,,629.6928405191211
22,,631.9772872417212
23,,617.0389921513286
24,,420.9865802016867
25,,335.9693158888498
26,,284.3335223049707
27,,234.93463139880538
28,,197.7451892218331
29,,177.01456273372384
30,,190.33872216184474
31,,220.74264350709012
32,,254.19892703463398
33,,328.48055475041724
34,,466.24084206620216
35,,516.8891067087495
36,,522.365403565226
37,,461.9914751065321
38,,493.98142778179556
39,,487.7420403797446
40,,475.2931906950772
41,,486.3654848857669
42,,498.33553265948547
43,,528.7843416838825
44,,508.1434905540757
45,,474.29818047388625
46,,476.0188748413583
47,,464.7670299340632
48,,389.59447538594225
49,,310.91677389522147
50,,263.131355407985
51,,217.41603835912628
52,,182.9997365190723
53,,163.81495027912248
54,,176.1455544990254
55,,204.28231786212712
56,,235.24383502743035
57,,303.9864342971742
58,,431.4742198700476
59,,478.345747421278
60,,483.4136880664038
61,,427.54171947874795
62,,457.1462470724057
63,,451.37211797672967
64,,439.85155345010537
65,,450.09820939926624
66,,461.1756752902512
67,,489.3539791504443
68,,470.25227390467654
69,,438.9307390979166
70,,440.5231248197457
71,,430.1103068822203
72,,560.3734223799925
73,,447.2073082925915
74,,378.47512601247513
75,,312.7204752452181
76,,263.21776905651075
77,,235.623321490848
78,,253.3590526761406
79,,293.82958133252885
80,,338.3630961335549
81,,437.23905061910637
82,,620.611175293992
83,,688.0288620567259
84,,695.3183371985756
85,,614.9548612494968
86,,657.5365493731973
87,,649.2313276951884
88,,632.6607175366672
89,,647.3990006103517
90,,663.3322796089296
91,,703.8625580615629
92,,676.3876100883889
93,,631.3362637199095
94,,633.6266725759551
95,,618.6493903172924
96,,630.4652110414872
97,,503.1442226587134
98,,425.814984554357
99,,351.8357090975234
100,,296.1411795963997
101,,265.0952046924337
102,,285.04933002767876
103,,330.58193270170125
104,,380.6857218646516
105,,491.92913031700687
106,,698.2375322952186
107,,774.0878571237456
108,,782.2891034715276
109,,691.8737236537706
110,,739.7815506798835
111,,730.4375077098699
112,,711.7942373236559
113,,728.375992234471
114,,746.3022137596766
115,,791.902039764419
116,,760.9905115218913
117,,710.3041201593724
118,,712.8810145036207
119,,696.030366269928
120,,628.763158135067
121,,501.78589539255034
122,,424.6654213122221
123,,350.8858660597725
124,,295.34169384109504
125,,264.3795330650024
126,,284.2797886919319
127,,329.68946801132523
128,,379.657993089162
129,,490.60108018617444
130,,696.3525159606113
131,,771.9980693543846
132,,780.1771749798268
133,,690.0058875517984
134,,737.7843788829325
135,,728.4655618178797
136,,709.8726222540336
137,,726.4096117699542
138,,744.2874382736522
139,,789.7641594424349
140,,758.9360823651192
141,,708.3865279259127
142,,710.9564654858194
143,,694.1513085723437
144,,542.7524334946103
145,,433.1448372792146
146,,366.57394418887134
147,,302.8869538852583
148,,254.94086441088908
149,,228.21412654456873
150,,245.39215618726706
151,,284.5900857032268
152,,327.7232404264978
153,,423.4900322975525
154,,601.0960052569238
155,,666.3937372507844
156,,673.4539942403718
157,,595.6175544781186
158,,636.860257876309
159,,628.8161945848939
160,,612.7666486413514
161,,627.041485177675
162,,642.4737408926197
163,,681.7295413675108
164,,655.118545419052
165,,611.4838423850457
166,,613.7022291440691
167,,599.1959087720215
168,,542.8305742204038
169,,433.207197666511
170,,366.62672028398987
171,,302.9305608871793
172,,254.9775685561865
173,,228.24698280901646
174,,245.42748559346623
175,,284.6310584828555
176,,327.7704231386995
177,,423.55100267087175
178,,601.1825457774701
179,,666.489678764962
180,,673.550952228307
181,,595.7033062594651
182,,636.9519474196595
183,,628.9067260147011
184,,612.8548693985732
185,,627.1317611004175
186,,642.566238615925
187,,681.8276907959978
188,,655.2128636301935
189,,611.5718784550958
190,,613.7905845979501
191,,599.2821757333735
192,,409.89880416923495
193,,327.12069053227196
194,,276.84485981049096
195,,228.74701711910885
196,,192.53705558361577
197,,172.35242403767887
198,,185.32565708831547
199,,214.92881212356858
200,,247.50393744779424
201,,319.82916538702403
202,,453.9611773996108
203,,503.2754883220184
204,,508.60755266399826
205,,449.8237285659435
206,,480.97114267291795
207,,474.8960857586952
208,,462.7751088938671
209,,473.5557854322958
210,,485.2105708792458
211,,514.8574313599252
212,,494.76021070484
213,,461.8063048535887
214,,463.48168026158794
215,,452.52618194145526
216,,393.1128237021335
217,,313.72459992208235
218,,265.5076410581336
219,,219.37947829681025
220,,184.65236984814476
221,,165.29432971311095
222,,177.73628910701046
223,,206.12714984637395
224,,237.36827416390219
225,,306.73167383938
226,,435.3707756244787
227,,482.66559038960975
228,,487.77929857396373
229,,431.4027616235047
230,,461.2746416730914
231,,455.4483675941963
232,,443.82376319697664
233,,454.16295460796516
234,,465.340458836061
235,,493.77323521628006
236,,474.49902636295656
237,,442.8946331580155
238,,444.5013993908044
239,,433.99454541639466
240,,571.9012462439917
241,,456.4071148408657
242,,386.26099596156456
243,,319.15366142664357
244,,268.6326013065326
245,,240.47048953971938
246,,258.5710745475487
247,,299.8741500510952
248,,345.3237941583447
249,,446.2337933401154
250,,633.3781910572189
251,,702.1827730353224
252,,709.6222049419653
253,,627.6055171187312
254,,671.0631821908689
255,,662.5871081333005
256,,645.6756126515334
257,,660.7170869982972
258,,676.97814034615
259,,718.3421947997513
260,,690.3020409330464
261,,644.3239125919922
262,,646.661439010746
263,,631.3760488637648
264,,644.0884397862328
265,,514.0162719277821
266,,435.01608690850827
267,,359.43825125474626
268,,302.54026230504905
269,,270.82343925543887
270,,291.2087376500099
271,,337.7252186581709
272,,388.91166134234857
273,,502.5588414432427
274,,713.3252000269731
275,,790.8145150922419
276,,799.1929757462713
277,,706.8238808309507
278,,755.7669105531207
279,,746.2209594800875
280,,727.1748412720216
281,,744.11489833208
282,,762.4284735321434
283,,809.0136304473051
284,,777.4341592116946
285,,725.6525253335154
286,,728.2851017685246
287,,711.0703410804656
288,,642.6819497190453
289,,512.8938192703813
290,,434.06614623653047
291,,358.65334921501267
292,,301.8796078862279
293,,270.2320445746078
294,,290.5728277785039
295,,336.9877311702118
296,,388.0623984851035
297,,501.4614082725716
298,,711.7675182762409
299,,789.087620629062
300,,797.4477853147736
301,,705.2803959518094
302,,754.1165492251721
303,,744.591443558665
304,,725.5869161856822
305,,742.4899813972291
306,,760.7635654097126
307,,807.2469947414677
308,,775.7364833099405
309,,724.0679245146436
310,,726.6947522164381
311,,709.5175832447043
312,,556.65466944551
313,,444.23954889570246
314,,375.96348747060813
315,,310.6451980487162
316,,261.47100196871855
317,,234.05967681529373
318,,251.67771005176076
319,,291.87966798157566
320,,336.11764924686446
321,,434.337442624112
322,,616.4926722795286
323,,683.4629614490287
324,,690.7040621391434
325,,610.8738946948499
326,,653.1730020048624
327,,644.9228954808796
328,,628.4622512891443
329,,643.1027280942933
330,,658.9302705863463
331,,699.1915818005066
332,,671.8989632157717
333,,627.1465868194915
334,,629.4217960527242
335,,614.5439061101949
336,,556.7088302043355
337,,444.28277201479085
338,,376.000067542401
339,,310.6754228551813
340,,261.4964422796597
341,,234.08245009000535
342,,251.7021975060194
343,,291.90806696064
344,,336.15035244318545
345,,434.3797022992214
346,,616.5526550889324
347,,683.5294602581705
348,,690.7712654847411
349,,610.9333308147632
350,,653.2365536956588
351,,644.9856444621071
352,,628.5233987011601
353,,643.1652999789253
354,,658.9943824413742
355,,699.2596109552293
356,,671.9643368840427
357,,627.2076062214682
358,,629.4830368254452
359,,614.6036993107437
360,,423.76914751811023
361,,338.189950183809
362,,286.2128628904838
363,,236.4874633834096
364,,199.05221259593932
365,,178.18456424911153
366,,191.59679149765023
367,,222.20167164254633
368,,255.87908896734368
369,,330.6516910733168
370,,469.3225235014955
371,,520.3055546483822
372,,525.8180478240871
373,,465.0450697804569
374,,497.2464643423608
375,,490.9658368716808
376,,478.4347048438493
377,,489.58018284937236
378,,501.62934826074866
379,,532.2794127759378
380,,511.50213316969473
381,,477.433117969028
382,,479.16518549691335
383,,467.83897001022
384,,406.98167304277763
385,,324.79266727688844
386,,274.87463508785567
387,,227.11909081892156
388,,191.1668250971479
389,,171.1258417306149
390,,184.0067480372896
391,,213.39922598806163
392,,245.74252357562395
393,,317.5530338052541
394,,450.73046711861946
395,,499.6938223663378
396,,504.98793994999085
397,,446.6224633105391
398,,477.5482102882711
399,,471.51638779542066
400,,459.4816724140022
401,,470.18562599843676
402,,481.75746771133913
403,,511.19334006853467
404,,491.2391455148479
405,,458.5197630716166
406,,460.18321531784636
407,,449.30568410771855
408,,585.7700176665769
409,,467.4751200129842
410,,395.62793736558024
411,,326.89323046601373
412,,275.1470199559812
413,,246.3019687945848
414,,264.8414982490949
415,,307.14618533675764
416,,353.69799652180427
417,,457.05509250935484
418,,648.7377962574416
419,,719.2109093439274
420,,726.8307496362921
421,,642.8251332983391
422,,687.3366593777802
423,,678.6550380610697
424,,661.3334338991921
425,,676.7396683700927
426,,693.3950569872826
427,,735.7622017822603
428,,707.0420660354921
429,,659.9489547203872
430,,662.3431668341084
431,,646.6871015339503
432,,657.9572723688565
433,,525.084325908811
434,,444.38306961989565
435,,367.177854424922
436,,309.0547096824998
437,,276.65494422660487
438,,297.47918900356245
439,,344.99728601285693
440,,397.28590063528975
441,,513.3801883334413
442,,728.6848729616775
443,,807.8427264934014
444,,816.4015963287372
445,,722.0435641277013
446,,772.0404595046073
447,,762.2889602659873
448,,742.8327315692683
449,,760.1375503620229
450,,778.8454625704065
451,,826.4337142504828
452,,794.17425813615
453,,741.2776363669453
454,,743.9668987469006
455,,726.3814612710205
456,,656.5508097292961
457,,523.9618951400918
458,,443.4331474724844
459,,366.3929676913758
460,,308.3940681469429
461,,276.06356107842043
462,,296.84329153278316
463,,344.2598129064654
464,,396.43665433931704
465,,512.2827765635527
466,,727.1272215869255
467,,806.1158657059785
468,,814.6564399297818
469,,720.5001093476906
470,,770.3901303599613
471,,760.659476121366
472,,741.2448374486771
473,,758.5126651142896
474,,777.1805869149518
475,,824.6671129953869
476,,792.4766153403688
477,,739.6930664489961
478,,742.3765802078414
479,,724.8287337152194
480,,570.5235359591468
481,,455.30762995545507
482,,385.33049309893624
483,,318.38482015434136
484,,267.9854652841942
485,,239.89119605362112
486,,257.9481767463859
487,,299.15175312785385
488,,344.49190902793407
489,,445.15881598944907
490,,631.8523827926854
491,,700.49121451083
492,,707.912724823634
493,,626.093615227559
494,,669.4465907706592
495,,660.9909355782023
496,,644.1201798944517
497,,659.1254193247105
498,,675.3472997898552
499,,716.6117082230678
500,,688.6391030959827
501,,642.7717360807857
502,,645.1036313976504
503,,629.8550637604147
504,,570.5776974803321
505,,455.3508536829464
506,,385.3670736856253
507,,318.4150453862468
508,,268.0109059532298
509,,239.9139696488864
510,,257.9726645453267
511,,299.1801525066585
512,,344.524612684581
513,,445.20107625940017
514,,631.9123664463993
515,,700.5577142560002
516,,707.9799291151772
517,,626.1530521840873
518,,669.510143356001
519,,661.0536854426763
520,,644.1813281671705
521,,659.1879920900961
522,,675.4114125473133
523,,716.6797383353598
524,,688.704477684445
525,,642.8327563416634
526,,645.1648730323884
527,,629.9148578026047
528,,437.63801468513844
529,,349.2580317650022
530,,295.57986896011124
531,,244.22708585366456
532,,205.56667621832509
533,,184.01608376217408
534,,197.86725848769026
535,,229.4737571314277
536,,264.2533491429423
537,,341.4730649484716
538,,484.6822347382805
539,,537.3338085124203
540,,543.0267113193141
541,,480.26479103019915
542,,513.5200538748406
543,,507.03387772600274
544,,494.09263418683463
545,,505.6028748346523
546,,518.0463782376985
547,,549.6995400191977
548,,528.242273838569
549,,493.0582679664558
550,,494.84702158064374
551,,483.15012838178075
552,,420.8505401233282
553,,335.8607487890679
554,,284.2416410990762
555,,234.85871324091698
556,,197.68128867891346
557,,176.95736120731564
558,,190.27721498823087
559,,220.67131143159878
560,,254.11678369900585
561,,328.37440761293334
562,,466.0901782596307
563,,516.7220761241981
564,,522.1966033379152
565,,461.84218446538057
566,,493.82179971927894
567,,487.5844285495522
568,,475.13960165935435
569,,486.208317883809
570,,498.1744975859224
571,,528.6134672031734
572,,507.97928607934097
573,,474.1449129716155
574,,475.8650513037943
575,,464.61684238380826
576,,599.6388847215641
577,,478.5432015047627
578,,404.99494335953534
579,,334.6328528737434
580,,281.66148352573913
581,,252.13348826053675
582,,271.1119651884783
583,,314.41827076689077
584,,362.07225662975054
585,,467.876466297088
586,,664.0975073701414
587,,736.2391630704009
588,,744.0394129924971
589,,658.0448544251273
590,,703.6102487787921
591,,694.7230787855843
592,,676.9913631156832
593,,692.7623602259316
594,,709.8120868316057
595,,753.1823288847897
596,,723.7822065691294
597,,675.5741045915856
598,,678.0250027911513
599,,661.9982597818182
600,,671.8261394195599
601,,536.1524073971711
602,,453.75007561095765
603,,374.91747683026114
604,,315.5691732502456
605,,282.4864636907557
606,,303.7496559410091
607,,352.26937144074395
608,,405.66016074064953
609,,524.201562117832
610,,744.0445840696334
611,,824.8709802146154
612,,833.610259679627
613,,737.2632852497886
614,,788.314048900593
615,,778.3570009855391
616,,758.4906607809232
617,,776.160242212913
618,,795.262492409659
619,,843.8538413476319
620,,810.914398664617
621,,756.9027862333176
622,,759.6487346990999
623,,741.6926195141593
624,,670.4196767799499
625,,535.0299766284119
626,,452.80015346351263
627,,374.1325900966871
628,,314.9085317146653
629,,281.8950805425503
630,,303.1137584702073
631,,351.5318983343263
632,,404.81091444464664
633,,523.1041503479046
634,,742.4869326948262
635,,823.1441194271314
636,,831.8651032806097
637,,735.7198304697231
638,,786.6637197558885
639,,776.7275168408598
640,,756.9027666602757
641,,774.535356965122
642,,793.5976167541451
643,,842.0872400924734
644,,809.2167558687753
645,,755.3182163153122
646,,758.0584161599843
647,,740.1398919583032
648,,584.3924030100403
649,,466.3757114439668
650,,394.6974990901265
651,,326.12444255978653
652,,274.49992885202937
653,,245.7227155178519
654,,264.2186436839185
655,,306.4238385558405
656,,352.86616913340856
657,,455.9801897739882
658,,647.2120939008518
659,,717.5194682322774
660,,725.1213881747597
661,,641.3133363498549
662,,685.7201801668679
663,,677.0589762979743
664,,659.7781091063212
665,,675.1481111758202
666,,691.7643296293327
667,,734.0318353204557
668,,705.3792436246789
669,,658.3968859473721
670,,660.7854673500646
671,,645.1662220037633
672,,584.4465645313176
673,,466.4189351715314
674,,394.73407967687774
675,,326.15466779174324
676,,274.52536952110813
677,,245.74548911315577
678,,264.2431314829009
679,,306.4522379346933
680,,352.898872790111
681,,456.0224500440109
682,,647.2720775546675
683,,717.5859679775604
684,,725.1885924664169
685,,641.372773306484
686,,685.7837327523174
687,,677.1217261625546
688,,659.8392573791436
689,,675.210683941312
690,,691.8284423868995
691,,734.0998654328631
692,,705.444618213252
693,,658.4579062083533
694,,660.8467089849065
695,,645.2260160460548
696,,451.50688173614367
